zlens,zsource,sigma_ddt
0.7433838057047124,1.240636114365611,0.09066037025450577
0.7427697426879643,1.0234917581325353,0.08542903478423958
0.7429674167998874,1.3349860824951088,0.08291762676996887
0.301626852275342,0.7891328225772007,0.0997535205110932
0.261948679946708,0.6608155298125904,0.09800156431814001
0.46964045351139533,0.7380921190432612,0.07267615932982371
0.7451815069376677,1.063942536741651,0.07709487172744402
0.5766103022598458,1.2623410800487527,0.07968454343227535
0.2488795900628416,0.9299571217296336,0.061403886139934104
0.25671498365887163,0.5158955388888857,0.08773752890957304
0.370083452634797,1.10390983776719,0.06653397787331254
0.27061813282529007,0.3498433698630971,0.08823134846507301
0.7154675849132202,0.9774966096619614,0.06950277479172125
0.2077880522567127,0.9913548315141283,0.0720298431156272
0.28212338251522223,1.0251732533425737,0.08398934207001127
0.46843313085960453,0.69032656829086,0.08554682650381404
0.5334135867631665,0.9690593880530142,0.06658686351948238
0.7573005320432475,1.3327839920871396,0.08759211514150744
0.7976014023114988,1.214151202260724,0.07379109776736004
0.26980908024372713,0.9777799330184083,0.08077953046363487
0.461862260873581,1.3937708109883655,0.09357930185824448
0.268898867594929,1.2752609091253175,0.060079992058879116
0.5908797359393083,0.9269288920591062,0.08919139814439289
0.7715216657105308,1.1773034868997976,0.09051673255129862
0.23261568323890797,1.0271397443471062,0.0647018340045449
0.47313419680569396,0.8453351566977754,0.0629240919869616
0.6483432357397734,0.8360200935695339,0.0702924599178721
0.2515509126612291,1.0291352190140768,0.07204035808552625
0.22659263068867777,0.30253253985988315,0.0687854389885456
0.5039841251110099,0.6144455619038975,0.06095140395329728
0.5999433044109057,1.0785307856825253,0.06540523138401287
0.38725601676798543,0.5825869715573476,0.07100163075602728
0.4328236420391638,0.7113634216437232,0.06790140684222211
0.3358366091424706,0.7035170565526845,0.0822008831470481
0.7317070341384753,1.2162570149523477,0.07794074788313403
0.20194487055585375,0.46062610069878357,0.08536824831703002
0.44304092649644283,1.2672168224794258,0.096353154429379
0.37788941803735177,0.7984704924927242,0.07192883138175037
0.6058744641791998,0.7934544849519258,0.0710489818637953
0.7271104218995306,1.069401950366286,0.09879728266076111
0.43754149964455047,1.25731473137388,0.07850078189676803
0.25962393313620824,0.9402920575580427,0.06845219044808713
0.750741186782818,1.2507181507724023,0.08117068203389291
0.7535498652658232,1.1754656576017632,0.09866800050163746
0.6288981676795447,0.8701649632515808,0.07176048147952246
0.7075872911499845,0.9041316818085365,0.0992618167354293
0.2247422078757609,1.1170960377440797,0.08473075924785445
0.4436538056519461,1.05403862473085,0.08329045440182933
0.4158275460731445,0.7539404103743503,0.06199523026050998
0.593025361617046,1.3177797237765723,0.0750380694566341
0.7148068795911282,1.0732051046777151,0.07017461776842067
0.6804061194312094,1.357083949889316,0.06366817372499563
0.7227858118355488,1.0373383857826217,0.09097802317173444
0.37575973175727284,1.390734181998924,0.07346609514360847
0.32393927107783715,0.4417017255731214,0.06539564787673907
0.2547462541548309,1.2030280967592757,0.06080727063433791
0.2707700601683507,0.5824714531623514,0.06566731551167895
0.6653594094292712,0.8024499662289106,0.08725410949093784
0.4099464261398512,0.6251090441070714,0.06918879074830367
0.5158564483328256,0.8120798135126649,0.07564644842718646
0.4328833998318873,0.9914829757698569,0.08808767465017715
0.37436909603735224,1.028327036083156,0.08859649479172581
0.3779010204404112,1.1767686660776695,0.0633277528447603
0.49601405979094054,0.8789158377751838,0.06502578153166556
0.595516179810786,1.2984538687210767,0.07937844578313465
0.41211580717324087,1.3137893970540402,0.09962743040774542
0.5771220694612172,1.0896057146581017,0.08556398860984966
0.6218726160552437,1.1924266637463337,0.08155590114496682
0.6513874581004577,1.2432606028984952,0.08581377179592681
0.5174424284226175,0.9095475402422886,0.06855701701239227
0.5045959995893212,0.8494602683636316,0.07883626300997426
0.30759284468481185,1.3028774154744243,0.06515343674262955
0.7276314617331043,1.1717674384884267,0.09640943380498831
0.729023688047703,0.9645444399070836,0.07098468966644413
0.7979948644876309,1.250258969783339,0.06340102349102399
0.35836721923562,0.5230659786309818,0.07216900885075814
0.24545467419303357,0.3381571530844603,0.06177314057218818
0.4835207464906912,1.1645404975566547,0.08033782921424361
0.6023593102184062,1.1656128961843364,0.0653880464497485
0.6229311927136383,1.0752724091747643,0.07675531296011223
0.7768300377028949,1.1453242492322842,0.08741938856216094
0.6664475493958633,1.0900558928527335,0.06613106554098257
0.3139615187104474,0.6731052500493413,0.06761280013502895
0.44059438765553915,0.5879879521968758,0.09076390261953848
0.6612166016097896,1.17946130653036,0.06458238953304953
0.33044879609777233,1.2984533869114903,0.09497266924573014
0.6365190221612285,1.316733686727801,0.06828214302856335
0.37334923741523096,0.8628128430473133,0.07893349888766851
0.4184248127874748,0.7219222528546064,0.09249873786384857
0.310261922600224,0.9601965331534972,0.0925702119744786
0.2905007631067146,0.7010663254946674,0.07510778789135206
0.37108242442548567,1.3202479687500155,0.09514000079960569
0.2772079252168935,0.40347064809254635,0.08379641676641617
0.5025135361633577,0.6323103048687642,0.09458810397386962
0.7256891865327297,1.1685217820083589,0.06358555183804383
0.3152112019194164,1.2334617936624368,0.08739804340658372
0.4666723969910464,1.3453331627419882,0.061737076555781534
0.6102914341184136,1.287511251520582,0.09302533710206684
0.2573530025620479,1.0772231726823542,0.08255414508271355
0.5769275663717678,0.8043048711208184,0.09852403946973634
0.7809163431810564,0.9913910454787652,0.08202846398711969
0.5215032723201813,0.9708032198795362,0.07343509131180415
0.3426139721658784,1.1333849420617366,0.08040996404172382
0.4707905877608772,0.9884017868469075,0.07143145562136533
0.7390025001244684,1.2808654188930273,0.07051404176178774
0.3843699379456561,0.9618764554438777,0.08534905371473536
0.7403408402102574,1.3633673025011341,0.0625234102237748
0.7193966166534809,0.8707088025403915,0.0831149905146545
0.6629639201565689,0.9032608842879389,0.06915014494629104
0.24284973174461627,0.7807142192489095,0.09336086810904268
0.20052677959982257,1.1165876263114385,0.07556673781284183
0.761634696794931,1.1866673749471137,0.07848791035811606
0.37190627945843047,1.255258139119752,0.07857341226803263
0.6184504800656245,1.1769608960342293,0.09275450185730214
0.37760777322282124,0.5523261962237451,0.06755800162221055
0.5731038643501912,0.7725485682899028,0.061377379554056435
0.41120067918472214,1.0945171229770827,0.06721841401624046
0.37567055523597837,0.5685904579908712,0.0991936153841891
0.7457874838686143,1.3933190103317303,0.08542395192656588
0.4270607888828385,0.757726900059731,0.07363869596830401
0.6683271077256968,1.1270168956640902,0.06525448361591289
0.7301532876609345,1.3249694485197412,0.060435850577284254
0.2556230135659069,0.8593348430408785,0.0790002063444891
0.6959157980155612,0.9539210915459764,0.09933714563306023
0.40922528561859267,0.6251948535992733,0.09918367952060819
0.6575387654812188,1.2735164416555262,0.0668418099144714
0.7786431025257385,1.0758972396915847,0.07865483737087713
0.7230657432285916,0.931034965542374,0.06108914820855206
0.5703901417075258,1.0490402809546284,0.09792459856072122
0.7829673974573206,1.1075992605417078,0.08995968932985421
0.21397953596891878,1.0772164791776158,0.0778308463101118
0.39118126385738583,0.7349400021227284,0.07880304569471842
0.4722677101903887,0.8256277323017458,0.061007576282330084
0.22007699199606787,0.28707284122406357,0.09394233951218112
0.45266746556850884,0.9370597899117197,0.09667705007815271
0.2509384742969243,1.199299943620035,0.09559236645021493
0.45777406781344554,1.1499110515895994,0.060983701910780626
0.43631655169147976,0.5375506564181565,0.08945706218946267
0.7821334247776106,1.3663652781102393,0.08104152488317372
0.6898165437615909,1.2147666445787522,0.06021733815017318
0.3889044123252666,0.561759014897074,0.07721458229552597
0.40026861361886373,0.5043427044595655,0.06048408677746859
0.27032595088331957,0.9307905091359058,0.09351565321042375
0.5832610295770608,1.3144725930868826,0.06918566419238083
