0,1,2
0.3820927492279504,0.7735874321867683,0.08352523204309097
0.40083022462703033,1.2303635141652844,0.09590854911637672
0.6116403274405648,1.0062037396098125,0.09566122917898832
0.15702369379271736,0.30072396170386023,0.09263349909230736
0.5400160298496781,0.8986810356419644,0.06143558342467413
0.34441945144070524,0.6793015601400656,0.08767030327035535
0.1938021066196052,0.48457859033631534,0.07514723768021633
0.19682301237987757,0.8330713530688638,0.08074043781792323
0.4128080080143071,0.889547513581303,0.08631805862235252
0.2825640964504534,1.0202966844432124,0.06775400871531793
0.22593647669644537,0.7589003690387927,0.07089265608266336
0.2825444984415199,0.9832287937868146,0.08874423734404663
0.4084091685277175,0.8857007943835393,0.09132014437836042
0.25100520454900366,0.68670820666643,0.09401310559099982
0.25732375812648606,0.9122060786331184,0.09100979575977451
0.3293397163434579,0.7386970957550402,0.061466572256843426
0.26239259505751406,0.5763245623014998,0.0646677494053158
0.31758333539316014,0.5356934741908683,0.09005122797950804
0.422478342119716,0.9630617444279405,0.06956872864798438
0.2878101370946191,0.8412969699624617,0.07019224055768587
0.32671174269742453,0.5564660653142284,0.0943050212467905
0.43991617647734393,0.8548732172074176,0.09799116104457212
0.18119296576202645,0.797382624832607,0.08246747432044632
0.2940382123177689,0.5734928090673839,0.06715122079399906
0.3308479111972992,0.7057330745251522,0.09081007732553602
0.4055514335698472,0.7372190001210488,0.07969524158458198
0.41664573385559767,0.697666993285726,0.08525012262254181
0.23291814951676887,0.459434945959988,0.09357991691654824
0.3194544800298335,0.5108871322975982,0.07844157585169723
0.17598610159952047,0.37463279065990845,0.0799176029322922
0.5054078979516186,0.9076946665040787,0.08717644470213004
0.1891519984465192,0.5318453822826338,0.0860314365649332
0.3706290958154239,0.6668823039703007,0.07075180954977417
0.17653094458276328,0.48662135161155584,0.06269298667756071
0.22032353300450264,0.7332611272404456,0.09085780553434251
0.1892218772714176,0.5351731811649001,0.07923936529198583
0.44012025713667247,1.0392958549274602,0.07316825630934587
0.3960277649964083,0.95026270512327,0.08042564224700607
0.23602061828492188,0.7260087036175399,0.07054515314640226
0.49617498715904707,1.2144480665513313,0.0724204620018519
0.27600301460161686,0.9685310757808872,0.085074137508654
0.4078750891978749,0.6085134708557447,0.0822979924228913
0.2588051539096355,0.5392662008524457,0.07274318238319208
0.2897476779398596,0.5467618459522057,0.0757937288343371
0.3760601437807564,0.9675854954255309,0.07031898343460741
0.1776332858068097,0.515774684423486,0.08328964493140863
0.2886824703504072,0.5604555920252456,0.06646514841775149
0.47320876980849513,0.6886008251382345,0.08392535279060079
0.3771086059820156,0.7869742101529991,0.0930329430902404
0.2575830344531051,1.3562877970993643,0.0662556687404379
0.27255519050763444,0.7493364069591629,0.08937202077268212
0.3218329213091165,0.5980946896347256,0.07634573728315289
0.4451057776031963,0.7448116138776845,0.0911475161745332
0.30818356755863463,0.5022274558285064,0.09215882270444034
0.4986795443290641,1.0724258290816835,0.09144285774107404
